---------------------------------------------
Log C:\Users\nomisum\Documents\My Games\ArmaReforger\logs\logs_2026-01-03_11-48-06\console.log started at 2026-01-03 11:48:06 (2026-01-03 10:48:06 UTC)

11:48:06.272 ENGINE       : FileSystem: Adding relative directory 'C:\Users\nomisum\Documents\My Games\ArmaReforger\logs\logs_2026-01-03_11-48-06' to filesystem under name logs
11:48:06.272 ENGINE       : FileSystem: Adding relative directory 'C:\Users\nomisum\Documents\My Games\ArmaReforger\profile' to filesystem under name profile
11:48:06.274 ENGINE       : Initializing engine, version 187305
11:48:07.413 ENGINE       : Addon dirs:
11:53:04.937 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1736,1135, Radius: 13744
11:53:04.938 WORLD        : UpdateEntities
11:53:04.938  WORLD        : Frame
11:53:04.938   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:04.938   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:04.958 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1736,1135, Radius: 13744
11:53:04.958 WORLD        : UpdateEntities
11:53:04.958  WORLD        : Frame
11:53:04.958   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:04.958   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:04.979 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1736,1135, Radius: 13744
11:53:04.980 WORLD        : UpdateEntities
11:53:04.980  WORLD        : Frame
11:53:04.980   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:04.980   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.001 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1738,1136, Radius: 13550
11:53:05.001 SCRIPT       : GRAD_BC_ReplayMapLayer: Received frame with 1 players, 0 projectiles, 0 transmissions, 0 radio trucks
11:53:05.001 SCRIPT       : GRAD_BC_ReplayMapLayer: Player 1 (nomisum) faction: 'USSR', position: [7450.15, 21.78, 4653.17], direction: 96.8545°, type: Rifleman
11:53:05.001 SCRIPT       : GRAD_BC_ReplayMapLayer: Saved last frame with 1 players, 0 projectiles, 0 transmissions, 0 radio trucks for persistent display
11:53:05.001 SCRIPT       : GRAD_BC_ReplayMapLayer: Updated frame with 1 players, 0 projectiles, 0 transmissions, 0 radio trucks
11:53:05.001 WORLD        : UpdateEntities
11:53:05.001  WORLD        : Frame
11:53:05.001   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.001   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.021 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1740,1138, Radius: 13188
11:53:05.021 WORLD        : UpdateEntities
11:53:05.021  WORLD        : Frame
11:53:05.021   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.021   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.044 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1744,1140, Radius: 12694
11:53:05.044 WORLD        : UpdateEntities
11:53:05.044  WORLD        : Frame
11:53:05.044   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.044   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.065 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1748,1142, Radius: 12249
11:53:05.065 WORLD        : UpdateEntities
11:53:05.065  WORLD        : Frame
11:53:05.065   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.065   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.085 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1752,1145, Radius: 11438
11:53:05.086 WORLD        : UpdateEntities
11:53:05.086  WORLD        : Frame
11:53:05.086   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.086   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.106 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1755,1145, Radius: 10733
11:53:05.106 WORLD        : UpdateEntities
11:53:05.106  WORLD        : Frame
11:53:05.106   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.106   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.127 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1757,1147, Radius: 10008
11:53:05.127 WORLD        : UpdateEntities
11:53:05.127  WORLD        : Frame
11:53:05.127   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.127   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.147 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1759,1149, Radius: 9261
11:53:05.147 WORLD        : UpdateEntities
11:53:05.147  WORLD        : Frame
11:53:05.147   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.147   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.168 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1760,1149, Radius: 8793
11:53:05.168 WORLD        : UpdateEntities
11:53:05.168  WORLD        : Frame
11:53:05.168   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.168   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.186 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1760,1149, Radius: 8793
11:53:05.188 WORLD        : UpdateEntities
11:53:05.188  WORLD        : Frame
11:53:05.188   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.188   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.208 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1760,1149, Radius: 8793
11:53:05.208 SCRIPT       : GRAD_BC_ReplayMapLayer: Received frame with 1 players, 0 projectiles, 0 transmissions, 0 radio trucks
11:53:05.208 SCRIPT       : GRAD_BC_ReplayMapLayer: Player 1 (nomisum) faction: 'USSR', position: [7450.15, 21.78, 4653.17], direction: 96.8545°, type: Rifleman
11:53:05.208 SCRIPT       : GRAD_BC_ReplayMapLayer: Saved last frame with 1 players, 0 projectiles, 0 transmissions, 0 radio trucks for persistent display
11:53:05.208 SCRIPT       : GRAD_BC_ReplayMapLayer: Updated frame with 1 players, 0 projectiles, 0 transmissions, 0 radio trucks
11:53:05.208 WORLD        : UpdateEntities
11:53:05.208  WORLD        : Frame
11:53:05.208   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.208   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.228 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1760,1149, Radius: 8793
11:53:05.229 WORLD        : UpdateEntities
11:53:05.229  WORLD        : Frame
11:53:05.229   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.229   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.250 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1760,1149, Radius: 8793
11:53:05.250 WORLD        : UpdateEntities
11:53:05.250  WORLD        : Frame
11:53:05.250   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.250   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.269 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1760,1149, Radius: 8793
11:53:05.269 WORLD        : UpdateEntities
11:53:05.269  WORLD        : Frame
11:53:05.270   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.270   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.289 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1760,1149, Radius: 8793
11:53:05.290 WORLD        : UpdateEntities
11:53:05.290  WORLD        : Frame
11:53:05.290   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.290   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.291 WORLD        : UpdateEntities
11:53:05.291  WORLD        : PostFrame
11:53:05.291   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:53:05.310 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1760,1149, Radius: 8793
11:53:05.310 WORLD        : UpdateEntities
11:53:05.310  WORLD        : Frame
11:53:05.310   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.310   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.332 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1763,1150, Radius: 8667
11:53:05.332 WORLD        : UpdateEntities
11:53:05.332  WORLD        : Frame
11:53:05.332   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.332   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.353 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1763,1150, Radius: 8530
11:53:05.354 WORLD        : UpdateEntities
11:53:05.354  WORLD        : Frame
11:53:05.354   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.354   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.375 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1766,1151, Radius: 8177
11:53:05.375 WORLD        : UpdateEntities
11:53:05.375  WORLD        : Frame
11:53:05.375   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.375   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.394 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1769,1152, Radius: 7755
11:53:05.394 WORLD        : UpdateEntities
11:53:05.394  WORLD        : Frame
11:53:05.394   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.395   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.417 SCRIPT       : GRAD_BC_ReplayMapLayer: Received frame with 1 players, 0 projectiles, 0 transmissions, 0 radio trucks
11:53:05.417 SCRIPT       : GRAD_BC_ReplayMapLayer: Player 1 (nomisum) faction: 'USSR', position: [7450.15, 21.78, 4653.17], direction: 96.8545°, type: Rifleman
11:53:05.417 SCRIPT       : GRAD_BC_ReplayMapLayer: Saved last frame with 1 players, 0 projectiles, 0 transmissions, 0 radio trucks for persistent display
11:53:05.417 SCRIPT       : GRAD_BC_ReplayMapLayer: Updated frame with 1 players, 0 projectiles, 0 transmissions, 0 radio trucks
11:53:05.417 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1772,1155, Radius: 7258
11:53:05.417 WORLD        : UpdateEntities
11:53:05.417  WORLD        : Frame
11:53:05.417   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.417   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.438 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1776,1156, Radius: 6835
11:53:05.439 WORLD        : UpdateEntities
11:53:05.439  WORLD        : Frame
11:53:05.439   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.439   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.457 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1777,1156, Radius: 6383
11:53:05.458 WORLD        : UpdateEntities
11:53:05.458  WORLD        : Frame
11:53:05.458   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.458   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.478 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1781,1157, Radius: 5931
11:53:05.478 WORLD        : UpdateEntities
11:53:05.478  WORLD        : Frame
11:53:05.478   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.478   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.502 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1782,1157, Radius: 5522
11:53:05.503 WORLD        : UpdateEntities
11:53:05.503  WORLD        : Frame
11:53:05.503   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.503   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.521 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1784,1157, Radius: 5163
11:53:05.522 WORLD        : UpdateEntities
11:53:05.522  WORLD        : Frame
11:53:05.522   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.522   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.541 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1784,1157, Radius: 5163
11:53:05.542 WORLD        : UpdateEntities
11:53:05.542  WORLD        : Frame
11:53:05.542   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() during playback - 1 markers
11:53:05.542   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.542   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.544 WORLD        : UpdateEntities
11:53:05.544  WORLD        : PostFrame
11:53:05.544   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:53:05.563 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1784,1157, Radius: 5163
11:53:05.564 WORLD        : UpdateEntities
11:53:05.564  WORLD        : Frame
11:53:05.564   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.564   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.581 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1784,1157, Radius: 5163
11:53:05.581 WORLD        : UpdateEntities
11:53:05.581  WORLD        : Frame
11:53:05.581   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.581   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.604 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1784,1157, Radius: 5163
11:53:05.605 WORLD        : UpdateEntities
11:53:05.605  WORLD        : Frame
11:53:05.605   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.605   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.623 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1784,1157, Radius: 5163
11:53:05.623 SCRIPT       : GRAD_BC_ReplayMapLayer: Received frame with 1 players, 0 projectiles, 0 transmissions, 0 radio trucks
11:53:05.623 SCRIPT       : GRAD_BC_ReplayMapLayer: Player 1 (nomisum) faction: 'USSR', position: [7450.15, 21.78, 4653.17], direction: 96.8545°, type: Rifleman
11:53:05.623 SCRIPT       : GRAD_BC_ReplayMapLayer: Saved last frame with 1 players, 0 projectiles, 0 transmissions, 0 radio trucks for persistent display
11:53:05.623 SCRIPT       : GRAD_BC_ReplayMapLayer: Updated frame with 1 players, 0 projectiles, 0 transmissions, 0 radio trucks
11:53:05.623 SCRIPT       : GRAD_BC_ReplayManager: Processed 2 frames in this update cycle
11:53:05.624 WORLD        : UpdateEntities
11:53:05.624  WORLD        : Frame
11:53:05.624   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.624   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.645 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1784,1157, Radius: 5163
11:53:05.645 WORLD        : UpdateEntities
11:53:05.645  WORLD        : Frame
11:53:05.645   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.645   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.667 SCRIPT       : GRAD_MapMarkerManager: Invalid coordinates detected, skipping marker - Screen: 1785,1158, Radius: 5094
11:53:05.667 WORLD        : UpdateEntities
11:53:05.667  WORLD        : Frame
11:53:05.667   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.667   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.687 WORLD        : UpdateEntities
11:53:05.687  WORLD        : Frame
11:53:05.687   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.687   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.709 WORLD        : UpdateEntities
11:53:05.709  WORLD        : Frame
11:53:05.709   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.709   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.730 WORLD        : UpdateEntities
11:53:05.730  WORLD        : Frame
11:53:05.730   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.730   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.751 WORLD        : UpdateEntities
11:53:05.751  WORLD        : Frame
11:53:05.751   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.751   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.753 WORLD        : UpdateEntities
11:53:05.753  WORLD        : PostFrame
11:53:05.753   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:53:05.771 WORLD        : UpdateEntities
11:53:05.771  WORLD        : Frame
11:53:05.771   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.771   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.792 WORLD        : UpdateEntities
11:53:05.792  WORLD        : Frame
11:53:05.792   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.792   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.813 WORLD        : UpdateEntities
11:53:05.813  WORLD        : Frame
11:53:05.813   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.813   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.834 SCRIPT       : GRAD_BC_ReplayMapLayer: Received frame with 1 players, 0 projectiles, 0 transmissions, 0 radio trucks
11:53:05.834 SCRIPT       : GRAD_BC_ReplayMapLayer: Player 1 (nomisum) faction: 'USSR', position: [7450.15, 21.78, 4653.17], direction: 96.8545°, type: Rifleman
11:53:05.834 SCRIPT       : GRAD_BC_ReplayMapLayer: Saved last frame with 1 players, 0 projectiles, 0 transmissions, 0 radio trucks for persistent display
11:53:05.834 SCRIPT       : GRAD_BC_ReplayMapLayer: Updated frame with 1 players, 0 projectiles, 0 transmissions, 0 radio trucks
11:53:05.834 WORLD        : UpdateEntities
11:53:05.834  WORLD        : Frame
11:53:05.834   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.834   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.855 WORLD        : UpdateEntities
11:53:05.855  WORLD        : Frame
11:53:05.855   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.855   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.877 WORLD        : UpdateEntities
11:53:05.877  WORLD        : Frame
11:53:05.877   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.877   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.897 WORLD        : UpdateEntities
11:53:05.897  WORLD        : Frame
11:53:05.897   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.897   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.919 WORLD        : UpdateEntities
11:53:05.919  WORLD        : Frame
11:53:05.919   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.919   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.939 WORLD        : UpdateEntities
11:53:05.939  WORLD        : Frame
11:53:05.939   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.939   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.960 WORLD        : UpdateEntities
11:53:05.960  WORLD        : Frame
11:53:05.960   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.960   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:05.983 WORLD        : UpdateEntities
11:53:05.983  WORLD        : Frame
11:53:05.983   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:05.983   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:06.002 WORLD        : UpdateEntities
11:53:06.002  WORLD        : Frame
11:53:06.002   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:06.002   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:06.024 WORLD        : UpdateEntities
11:53:06.024  WORLD        : Frame
11:53:06.024   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'USSR' color from API: 0x-2488313
11:53:06.024   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 0 transmission markers, 0 radio trucks, 8 total commands
11:53:06.045 SCRIPT       : GRAD_BC_ReplayManager: Displaying frame at 120.735s: 1 players, 0 projectiles
